bbcid,system,summary,hallucination_type,hallucinated_span,hallucinated_span_start,hallucinated_span_end,worker_id,start,end
36415371,TranS2S,the golden state warriors suffered a shock defeat by the cleveland cavaliers in the final of the cleveland cavaliers.,extrinsic,suffered a shock defeat,27,50,wid_0,the golden state warriors ,by the cleveland cavaliers in the final of the cleveland cavaliers.
36415371,TranS2S,the golden state warriors suffered a shock defeat by the cleveland cavaliers in the final of the cleveland cavaliers.,extrinsic,suffered a shock defeat,27,50,wid_1,the golden state warriors ,by the cleveland cavaliers in the final of the cleveland cavaliers.
36415371,TranS2S,the golden state warriors suffered a shock defeat by the cleveland cavaliers in the final of the cleveland cavaliers.,extrinsic,suffered a shock defeat,27,50,wid_2,the golden state warriors ,by the cleveland cavaliers in the final of the cleveland cavaliers.
38328811,TranS2S,all photographs by nelson mandela.,extrinsic,all photographs by nelson mandela,1,34,wid_0,,
38328811,TranS2S,all photographs by nelson mandela.,extrinsic,all photographs by nelson mandela,1,34,wid_1,,
38328811,TranS2S,all photographs by nelson mandela.,extrinsic,all photographs by nelson mandela,1,34,wid_2,,
40415021,TranS2S,cladding is to be carried out on two high-rise buildings in sheffield where cladding is found on the site.,extrinsic,two,34,37,wid_0,cladding is to be carried out on ,high-rise buildings in sheffield where cladding is found on the site.
40415021,TranS2S,cladding is to be carried out on two high-rise buildings in sheffield where cladding is found on the site.,intrinsic,in sheffield,58,70,wid_0,cladding is to be carried out on two high-rise buildings ,where cladding is found on the site.
40415021,TranS2S,cladding is to be carried out on two high-rise buildings in sheffield where cladding is found on the site.,intrinsic,is found,86,94,wid_0,cladding is to be carried out on two high-rise buildings in sheffield where cladding ,on the site.
40415021,TranS2S,cladding is to be carried out on two high-rise buildings in sheffield where cladding is found on the site.,extrinsic,two,34,37,wid_1,cladding is to be carried out on ,high-rise buildings in sheffield where cladding is found on the site.
40415021,TranS2S,cladding is to be carried out on two high-rise buildings in sheffield where cladding is found on the site.,intrinsic,in sheffield,58,70,wid_1,cladding is to be carried out on two high-rise buildings ,where cladding is found on the site.
40415021,TranS2S,cladding is to be carried out on two high-rise buildings in sheffield where cladding is found on the site.,intrinsic,is found,86,94,wid_1,cladding is to be carried out on two high-rise buildings in sheffield where cladding ,on the site.
40415021,TranS2S,cladding is to be carried out on two high-rise buildings in sheffield where cladding is found on the site.,extrinsic,two,34,37,wid_2,cladding is to be carried out on ,high-rise buildings in sheffield where cladding is found on the site.
40415021,TranS2S,cladding is to be carried out on two high-rise buildings in sheffield where cladding is found on the site.,intrinsic,in sheffield,58,70,wid_2,cladding is to be carried out on two high-rise buildings ,where cladding is found on the site.
40415021,TranS2S,cladding is to be carried out on two high-rise buildings in sheffield where cladding is found on the site.,extrinsic,site,102,106,wid_2,cladding is to be carried out on two high-rise buildings in sheffield where cladding is found on the ,
40415756,TranS2S,"a report on the climate in the us says the uk needs to be "" warm and warm "" as a result of climate change.",extrinsic,"report on the climate in the us says the uk needs to be "" warm and warm """,3,76,wid_0,a ,as a result of climate change.
40415756,TranS2S,"a report on the climate in the us says the uk needs to be "" warm and warm "" as a result of climate change.",extrinsic,"report on the climate in the us says the uk needs to be "" warm and warm """,3,76,wid_1,a ,as a result of climate change.
40415756,TranS2S,"a report on the climate in the us says the uk needs to be "" warm and warm "" as a result of climate change.",extrinsic,"report on the climate in the us says the uk needs to be "" warm and warm """,3,76,wid_2,a ,as a result of climate change.
12620805,TranS2S,the daily and sunday politics are on-air six days a week for much of the year reporting the political news from westminster and beyond.,,,-1,-1,wid_0,the daily and sunday politics are on-air six days a week for much of the year reporting the political news from westminster and beyon,.
12620805,TranS2S,the daily and sunday politics are on-air six days a week for much of the year reporting the political news from westminster and beyond.,,,-1,-1,wid_1,the daily and sunday politics are on-air six days a week for much of the year reporting the political news from westminster and beyon,.
12620805,TranS2S,the daily and sunday politics are on-air six days a week for much of the year reporting the political news from westminster and beyond.,,,-1,-1,wid_2,the daily and sunday politics are on-air six days a week for much of the year reporting the political news from westminster and beyon,.
39202525,TranS2S,"taliban militants have attacked a hospital in the afghan capital, kabul, killing at least 14 people, officials say.",,,-1,-1,wid_0,"taliban militants have attacked a hospital in the afghan capital, kabul, killing at least 14 people, officials sa",.
39202525,TranS2S,"taliban militants have attacked a hospital in the afghan capital, kabul, killing at least 14 people, officials say.",,,-1,-1,wid_1,"taliban militants have attacked a hospital in the afghan capital, kabul, killing at least 14 people, officials sa",.
39202525,TranS2S,"taliban militants have attacked a hospital in the afghan capital, kabul, killing at least 14 people, officials say.",extrinsic,hospital in the afghan capital,35,65,wid_2,taliban militants have attacked a ," kabul, killing at least 14 people, officials say."
30520122,TranS2S,"the liberal democrats spent more than £1bn in the first three months of the 2015 general election, official figures show.",extrinsic,more than £1bn,29,43,wid_0,the liberal democrats spent ,"in the first three months of the 2015 general election, official figures show."
30520122,TranS2S,"the liberal democrats spent more than £1bn in the first three months of the 2015 general election, official figures show.",extrinsic,2015,77,81,wid_0,the liberal democrats spent more than £1bn in the first three months of the ,"general election, official figures show."
30520122,TranS2S,"the liberal democrats spent more than £1bn in the first three months of the 2015 general election, official figures show.",extrinsic,in the first three months of the 2015 general election,44,98,wid_1,the liberal democrats spent more than £1bn , official figures show.
30520122,TranS2S,"the liberal democrats spent more than £1bn in the first three months of the 2015 general election, official figures show.",extrinsic,in the first three months of the 2015 general election,44,98,wid_2,the liberal democrats spent more than £1bn , official figures show.
37761972,TranS2S,a woman who lost her hair at the age of five has told newsbeat that she\'s going to go head-to-head.,extrinsic,a woman who lost her hair at the age of five has told newsbeat that she\'s going to go head-to-head,1,99,wid_0,,.
37761972,TranS2S,a woman who lost her hair at the age of five has told newsbeat that she\'s going to go head-to-head.,extrinsic,a woman who lost her hair at the age of five has told newsbeat that she\'s going to go head-to-head,1,99,wid_1,,.
37761972,TranS2S,a woman who lost her hair at the age of five has told newsbeat that she\'s going to go head-to-head.,extrinsic,a woman who lost her hair at the age of five has told newsbeat that she\'s going to go head-to-head,1,99,wid_2,,.
